document_title,source_url,document_type,session,date,year,question_number,asked_by,minister,section,question_text,parts_count,month,day_of_week,quarter,is_weekend,parliamentary_year,session_quarter,question_sequence,questions_per_day,mp_questions_total,mp_questions_this_year,mp_activity_rate,minister_questions_total,minister_questions_this_month,is_budget_season,is_election_year,text_length,word_count,sentence_count,avg_word_length,flesch_score,flesch_grade,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,is_yes_no_question,is_how_question,is_why_question,is_what_question,is_when_question,is_where_question,urgency_score,contains_numbers,contains_percentages,contains_money,topic_health,topic_education,topic_infrastructure,topic_agriculture,topic_mining,topic_water,topic_energy,topic_security,topic_finance,topic_governance,multi_sector_question,sector_count,dominant_sector,has_geographic_focus,mp_name,constituency,mp_cleaned_name,mp_gender,province,is_urban_constituency,is_mining_region,is_border_province,has_title,name_length,has_multiple_names,mp_minister_interactions,minister_diversity,mp_diversity,mp_rank_by_activity,minister_rank_by_workload,province_questions_total,province_mp_count,province_avg_questions_per_mp,gender_questions_total,is_female_mp,mp_question_interval,mp_avg_question_interval,mp_consistent_questioner,minister_high_pressure,end_of_year_activity,start_of_year_activity
"Thursday, 29th February, 2024",https://www.parliament.gov.zm/node/11604,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,254,Mr Mabenga (Mulobezi),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to tar the road connecting Mulobezi and Sichili Wards in Mulobezi Parliamentary Constituency; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",3,,,,0,,,,,23,,,190,,0,0,222,38,1,4.868421052631579,41.36500000000002,16.930000000000003,0.0,0.056,0.944,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,6,11,98,505.0,95.5,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Tuesday, 18th July, 2023",https://www.parliament.gov.zm/node/11133,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,383,Mr Mabenga (Mulobezi),Minister of Home Affairs and Internal Security,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct a police station in Mulobezi District; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",3,,,,0,,,,,23,,,76,,0,0,180,33,1,4.484848484848484,57.97636363636366,13.370909090909091,0.0,0.066,0.934,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,2,11,47,505.0,789.5,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Tuesday, 24th September, 2024",https://www.parliament.gov.zm/node/11904,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,17,Mr Mabenga (Mulobezi),Minister of Transport and Logistics,5. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) whether the Government has any plans to revive the Njanji Commuter Train in Lusaka District; (b) if so, when the plans will be implemented; (c) if there are no such plans, why; and (d) when the structures that were illegally constructed on rail reserve land will be demolished. 6. ORDER OF THE DAY Thanks – The President’s Address - Motion (17th September) - Resumption of Debate. ___________________________",4,,,,0,,,,,23,,,30,,0,0,412,68,4,5.073529411764706,46.296730769230805,14.875769230769233,0.076,0.032,0.892,0.4767,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,3,11,23,505.0,1268.5,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Friday, 21st March, 2025",https://www.parliament.gov.zm/node/12252,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,269,Mr Mabenga (Mulobezi),Minister of Transport and Logistics,6. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) whether the Government has any plans to train public service vehicle drivers in defensive driving so as to reduce road carnage; (b) if so, when the plans will be implemented; and (c) what other measures are being taken to enhance adherence to road traffic rules and regulations by public service vehicle drivers.",3,,,,0,,,,,23,,,30,,0,0,316,53,1,4.981132075471698,15.764528301886827,24.22716981132076,0.021,0.0,0.979,0.0258,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,0,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,3,11,23,505.0,1268.5,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Wednesday, 8th June, 2022",https://www.parliament.gov.zm/node/10170,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,324,Mr Mabenga (Mulobezi),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to rehabilitate the Simungoma - Luampa road in Mulobezi District; (b) if so, when the plans will be implemented; (c) what the estimated cost of the project is; and (d) what the estimated time frame for the completion of the project is.",4,,,,0,,,,,23,,,190,,0,0,276,49,1,4.653061224489796,27.689999999999998,21.32166666666667,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,6,11,98,505.0,95.5,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Friday, 14th July, 2023",https://www.parliament.gov.zm/node/11131,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,376,Mr Mabenga (Mulobezi),Minister of Water Development and Sanitation,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct dams in the following areas in Mulobezi District: (i) Salumbwe; (ii) Lwamuloba; (iii) Lonze; and (iv) Machile; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",4,,,,0,,,,,23,,,61,,0,0,252,44,1,4.75,42.96590909090911,18.19727272727273,0.0,0.049,0.951,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,2,11,42,505.0,994.0,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Tuesday, 12th September, 2023",https://www.parliament.gov.zm/node/11195,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,11,Mr Mabenga (Mulobezi),Minister of Water Development and Sanitation,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct water reticulation systems in the following areas in Mulobezi District: (i) Machile; (ii) Kwemba Malo; (iii) Kamanga; and (iv) Nawinda; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",4,,,,0,,,,,23,,,61,,0,0,277,47,1,4.914893617021277,31.33,20.565531914893622,0.0,0.046,0.954,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,water,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,2,11,42,505.0,994.0,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Tuesday, 7th June, 2022",https://www.parliament.gov.zm/node/10169,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,324,Mr Mabenga (Mulobezi),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to rehabilitate the Simungoma - Luampa road in Mulobezi District; (b) if so, when the plans will be implemented; (c) what the estimated cost of the project is; and (d) what the estimated time frame for the completion of the project is.",4,,,,0,,,,,23,,,190,,0,0,276,49,1,4.653061224489796,27.689999999999998,21.32166666666667,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,6,11,98,505.0,95.5,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Thursday, 17th March, 2022",https://www.parliament.gov.zm/node/10062,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,301,Mr Mabenga (Mulobezi),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) why the construction of the District Administration block in Mulobezi District has stalled; (b) when the project will resume; (c) what the total cost of the project is; and (d) what the time frame for the completion of the project is. ORDER OF THE DAY 1. Thanks – His Excellency the President’s Address – Motion (15th March) –  Resumption of Debate. __________________________,4,,,,0,,,,,23,,,190,,0,0,380,63,4,5.031746031746032,65.27500000000003,9.123333333333335,0.095,0.07,0.835,0.4019,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,3,infrastructure,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,6,11,98,505.0,95.5,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Wednesday, 11th June, 2025",https://www.parliament.gov.zm/node/12379,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,300,Mr Mabenga (Mulobezi),Minister of Transport and Logistics,5. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) what measures the Government is taking to prevent Public Service Vehicle drivers from contravening traffic rules such as stopping at undesignated places for passengers to board or disembark from the buses; (b) why traffic officers do not conduct patrols in the Central Business Districts (CBDs) so as to maintain law and order; (c) what plans the Government has to rid CBDs of Public Service Vehicles, countrywide; (d) whether there are any plans for programmes to re-train Public Service Vehicle drivers before renewing their driving licences; and (e) if there are no such plans, why.",5,,,,0,,,,,23,,,30,,0,0,589,95,1,5.2105263157894735,-25.840526315789432,40.464210526315796,0.011,0.039,0.949,-0.4019,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,security,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,3,11,23,505.0,1268.5,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Friday, 13th June, 2025",https://www.parliament.gov.zm/node/12381,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,316,Mr Mabenga (Mulobezi),"Minister of Youth, Sport and Arts",6. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) what policies the Government is implementing to enhance sports development, countrywide, especially in rural areas; (b) what criteria are used to select players to the national football team; (c) when the national football team last had a ‘school boy international player’; and (d) whether the Government has overriding powers over the Football Association of Zambia in the administration of football in the country.",4,,,,0,,,,,23,,,36,,0,0,420,64,1,5.578125,-15.428124999999994,31.310625000000005,0.0,0.0,1.0,0.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,education,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,2,11,23,505.0,1188.5,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Wednesday, 18th September, 2024",https://www.parliament.gov.zm/node/11896,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,11,Mr Mabenga (Mulobezi),Minister of Local Government and Rural Development,6. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) why some councils have not been painting faded road markings and speed humps within their localities; (b) whether the local councils have a programme of patching up potholes as soon as they appear on the roads in their localities; (c) if so, what the cause of delay in patching up potholes is; and (d) when the demolition of illegally constructed structures, countrywide, will be conducted. 7. ORDER OF THE DAY Thanks – The President’s Address - Motion (17th September) - Resumption of Debate. ___________________________",4,,,,0,,,,,23,,,129,,0,0,525,85,4,5.188235294117647,35.22487804878051,18.531707317073174,0.034,0.027,0.938,0.1531,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,infrastructure,0,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,1,11,73,505.0,428.0,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Tuesday, 25th July, 2023",https://www.parliament.gov.zm/node/11147,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,413,Mr Mabenga (Mulobezi),Minister of Home Affairs and Internal Security,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct a correctional facility in Mulobezi District; (b) if so, when the plans will be implemented; and (c) if there are no such plans, why.",3,,,,0,,,,,23,,,76,,0,0,187,33,1,4.696969696969697,47.72181818181819,14.801212121212124,0.0,0.066,0.934,-0.296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,2,11,47,505.0,789.5,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Wednesday, 16th February, 2022",https://www.parliament.gov.zm/node/9997,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,135,Mr Mabenga (Mulobezi),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government is aware that Mulobezi Railway Line, which is the only reliable means of transport between Livingstone and Mulobezi Districts, is in a deplorable state; (b) if so, what measures the Government is taking to restore connectivity between the two districts; (c) when the Railway Line will be rehabilitated; and (d) whether the rehabilitation will include reconstructing the Bombwe Bridge.",4,,,,0,,,,,23,,,190,,0,0,411,63,1,5.5396825396825395,-4.824285714285679,29.5831746031746,0.035,0.0,0.965,0.296,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,6,11,98,505.0,95.5,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Friday, 1st November, 2024",https://www.parliament.gov.zm/node/11981,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,86,Mr Mabenga (Mulobezi),Minister of Small and Medium Enterprise Development,8. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),(a) whether the Government has any plans to reserve the following categories of investments for Zambians: (i) block making; (ii) chicken rearing; and (iii) egg production; and (b) whether the Government has a deliberate policy that supports Zambians to venture into the investments above.,3,,,,0,,,,,23,,,11,,0,0,288,44,1,5.568181818181818,14.125000000000028,22.220000000000002,0.054,0.062,0.884,-0.1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,0,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,1,11,9,505.0,1544.0,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Friday, 25th February, 2022",https://www.parliament.gov.zm/node/10019,Order Paper,FIRST SESSION OF THE THIRTEENTH ASSEMBLY,,,223,Mr Mabenga (Mulobezi),"Minister of Infrastructure, Housing, and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to construct a direct road from Livingstone to Mulobezi; and (b) if so, when the plans will be implemented.",2,,,,0,,,,,23,,,1,,0,0,148,26,1,4.730769230769231,56.798846153846185,11.796153846153846,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,infrastructure,0,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,1,11,1,505.0,1720.5,1291,196,6.586734693877551,1515,0,,,1,0,0,0
"Wednesday, 12th July, 2023",https://www.parliament.gov.zm/node/11126,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,364,Mr Mabenga (Mulobezi),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),(a) when the following will be procured for Mulobezi District Hospital: (i) X-ray machines; (ii) incubators; (iii) infant resuscitator machines; (iv) ambulance; and (v) utility motor vehicles; and (b) when the broken down ambulance for the Hospital will be repaired.,4,,,,0,,,,,23,,,173,,0,0,266,40,1,5.675,16.07000000000002,20.955000000000002,0.0,0.074,0.926,-0.4767,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,health,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,2,11,95,505.0,277.0,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Tuesday, 13th February, 2024",https://www.parliament.gov.zm/node/11562,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,175,Mr Mabenga (Mulobezi),Minister of Health,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) why Mulobezi District was allocated only four (4) health posts under the 650 Health Posts Project; (b) whether the Government has any plans to construct additional health posts in the District; (c) if so, when the plans will be implemented; and (d) if there are no such plans, why.",4,,,,0,,,,,23,,,173,,0,0,285,50,1,4.72,37.645000000000024,20.429999999999996,0.0,0.043,0.957,-0.296,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,health,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,2,11,95,505.0,277.0,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Friday, 16th February, 2024",https://www.parliament.gov.zm/node/11574,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,210,Mr Mabenga (Mulobezi),"Minister of Infrastructure, Housing and Urban Development",QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) why the rehabilitation of the Sichili - Nawiinda road in Mulobezi District has stalled; (b) when the project will resume; (c) whether the Government has any plans to upgrade the road to bituminous standards; and (d) if so, when the plans will be implemented. NOTICE OF MOTION Ms Nakaponda Adopt Report of the Committee on Health, Community Development and Social Services: That this House do adopt the Report of the Committee on Health, Community Development and Social Services on the Performance Audit Report of the Auditor General on the Prevention and Control of Non-Communicable Diseases in Zambia 2017 to 2022, for the Third Session of the Thirteenth National Assembly, laid on the Table of the House on Tuesday, 12th December, 2023. ___________________________",4,,,,0,,,,,23,,,190,,0,0,771,123,3,5.276422764227642,3.4577049180328174,27.931147540983606,0.027,0.014,0.958,0.1531,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,3,health,1,Mr Mabenga (Mulobezi),Mulobezi,Mabenga,Male,Unknown,0,0,0,1,7,0,6,11,98,505.0,95.5,1291,196,6.586734693877551,1515,0,,,1,1,0,0
"Friday, 27th October, 2023",https://www.parliament.gov.zm/node/11389,Order Paper,THIRD SESSION OF THE THIRTEENTH ASSEMBLY,,,131,Mr Mabeta (Kankoyo),Minister of Mines and Minerals Development,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 76),"(a) whether the Government is aware that youths in Mufulira District are protesting against the Government’s alleged award of the Black Mountain dump site to Jubilee Metals Limited, a South African Company, at their expense; (b) if so, whether indeed the Black Mountain has been awarded to Jubilee Metals Limited; (c) what urgent measures are being taken to address the problem and calm the situation; and (d) how the award of the Black Mountain to Jubilee Metals Limited is going to benefit the residents in the District.",4,,,,0,,,,,1,,,49,,0,0,522,87,1,5.011494252873563,-21.497586206896514,37.87103448275862,0.161,0.132,0.707,0.6124,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Mabeta (Kankoyo),Kankoyo,Mabeta,Male,Unknown,0,0,0,1,6,0,1,1,33,1744.0,1103.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 13th March, 2018",https://www.parliament.gov.zm/node/7436,Order Paper,SECOND SESSION OF THE TWELFTH ASSEMBLY,,,225,Mr Machila (Magoye),"Minister of Water Development, Sanitation and Environmental Protection",QUESTIONS FOR ORAL ANSWER (STANDING ORDER NO. 30),(a) when construction of the following dams in Magoye Parliamentary Constituency will commence: (i) Namausha; (ii) Namaila; (iii) Nanchengwa; (iv) Chibengelele; (v) Ngwezi ‘B’; (vi) Mbiya; and (vii) Namilindi; and (b) what has caused the delay in commencing the construction works.,4,,,,0,,,,,1,,,18,,0,0,281,41,1,5.878048780487805,31.09804878048783,19.107317073170737,0.0,0.054,0.946,-0.3182,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,infrastructure,1,Mr Machila (Magoye),Magoye,Machila,Male,Unknown,0,0,0,1,7,0,1,1,14,1744.0,1417.5,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 13th December, 2022",https://www.parliament.gov.zm/node/10803,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,103,Mr Malambo (Magoye),Minister of Agriculture,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any plans to resuscitate the following institutions in Magoye Parliamentary Constituency: (i) Magoye Research Institute; and (ii) Magoye Cotton Development Trust; and (b) if there are no such plans, why.",3,,,,0,,,,,12,,,79,,0,0,234,35,1,5.714285714285714,21.447142857142865,18.962857142857143,0.086,0.057,0.857,0.2732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Malambo (Magoye),Magoye,Malambo,Male,Unknown,0,0,0,1,7,0,3,8,42,979.5,712.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Tuesday, 27th June, 2023",https://www.parliament.gov.zm/node/11087,Order Paper,SECOND SESSION OF THE THIRTEENTH ASSEMBLY,,,311,Mr Malambo (Magoye),Minister of Green Economy and Environment,QUESTIONS FOR ORAL ANSWER (STANDING ORDER 74),"(a) whether the Government has any climate change mitigation programmes in Southern Province; (b) if so, whether a massive tree planting programme is one of the measures under consideration; and (c) if there are no such plans, why.",3,,,,0,,,,,12,,,21,,0,0,231,38,1,5.105263157894737,36.91236842105266,17.551052631578944,0.0,0.058,0.942,-0.296,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Malambo (Magoye),Magoye,Malambo,Male,Unknown,0,0,0,1,7,0,1,8,16,979.5,1389.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
"Friday, 21st March, 2025",https://www.parliament.gov.zm/node/12252,Order Paper,FOURTH SESSION OF THE THIRTEENTH ASSEMBLY,,,267,Mr Malambo (Magoye),Minister of Water Development and Sanitation,6. QUESTIONS FOR ORAL ANSWER (STANDING ORDER 80),"(a) whether the Government has any plans to construct a dam on Magoye River in Mwanachingwala Chiefdom in Magoye Parliamentary Constituency; (b) if so, when the plans will be implemented; (c) what the cost of the project is; and (d) if there are no such plans, why.",4,,,,0,,,,,12,,,61,,0,0,265,47,1,4.659574468085107,36.72999999999999,19.812340425531918,0.0,0.047,0.953,-0.296,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,governance,1,Mr Malambo (Magoye),Magoye,Malambo,Male,Unknown,0,0,0,1,7,0,1,8,42,979.5,994.0,1291,196,6.586734693877551,1515,0,,,0,0,0,0
